S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;poker_hand
Spades;Two;Clubs;Seven;Clubs;Five;Spades;King;Diamonds;Eight;One pair
Hearts;Three;Spades;Six;Diamonds;Jack;Spades;Four;Spades;King;One pair
Clubs;Queen;Clubs;Jack;Clubs;King;Clubs;Seven;Diamonds;Four;One pair
Clubs;Two;Diamonds;Five;Clubs;King;Diamonds;Eight;Spades;Ace;One pair
Spades;Ace;Hearts;Ten;Diamonds;Eight;Hearts;Eight;Clubs;Nine;Two pairs
Spades;Five;Hearts;Ten;Clubs;Ten;Spades;Two;Diamonds;Jack;Two pairs
Hearts;Queen;Clubs;Ten;Spades;Six;Diamonds;Queen;Spades;Seven;Two pairs
Clubs;Four;Hearts;Two;Hearts;Seven;Clubs;King;Spades;Queen;One pair
Hearts;Six;Spades;Two;Hearts;Three;Clubs;Ten;Hearts;Five;One pair
Spades;Queen;Diamonds;Eight;Diamonds;Five;Spades;Five;Hearts;Three;Two pairs
Diamonds;Queen;Spades;Eight;Clubs;King;Clubs;Three;Clubs;Two;One pair
Diamonds;Eight;Spades;Queen;Clubs;Jack;Spades;Ace;Spades;Eight;Two pairs
Hearts;Five;Hearts;Three;Clubs;Three;Hearts;Six;Hearts;Nine;Two pairs
Clubs;Eight;Clubs;Four;Spades;Eight;Hearts;Ten;Clubs;Seven;Two pairs
Spades;King;Diamonds;Eight;Diamonds;Six;Hearts;Ace;Clubs;Three;One pair
Spades;Six;Spades;Queen;Clubs;Ten;Spades;Jack;Spades;Ace;One pair
Spades;Jack;Hearts;Eight;Clubs;Three;Hearts;Queen;Diamonds;Ace;One pair
Clubs;Two;Hearts;Four;Diamonds;Four;Clubs;Ace;Hearts;Nine;Two pairs
Hearts;Queen;Spades;Seven;Spades;Eight;Diamonds;Ace;Clubs;Five;One pair
Clubs;Four;Hearts;Eight;Clubs;Five;Spades;Two;Spades;Ten;One pair
Hearts;Three;Clubs;Five;Clubs;Two;Clubs;Ace;Spades;Nine;One pair
Spades;Three;Diamonds;Jack;Clubs;Five;Diamonds;Eight;Hearts;Three;Two pairs
Hearts;Seven;Hearts;Three;Diamonds;Six;Spades;Ace;Hearts;Queen;One pair
Clubs;King;Hearts;Four;Spades;Eight;Clubs;Two;Clubs;Jack;One pair
Clubs;King;Diamonds;Six;Spades;Four;Hearts;Four;Spades;King;Three of a kind
Hearts;Four;Spades;Five;Spades;Three;Spades;Nine;Hearts;Three;Two pairs
Spades;Three;Spades;Six;Spades;Four;Hearts;Two;Clubs;Two;Two pairs
Spades;Six;Spades;Seven;Clubs;Four;Clubs;Nine;Spades;Five;One pair
Clubs;Ten;Hearts;Queen;Diamonds;Ten;Clubs;Jack;Clubs;Five;Two pairs
Spades;Jack;Clubs;Three;Spades;King;Clubs;Five;Diamonds;Four;One pair
Spades;Jack;Clubs;Ace;Diamonds;Seven;Hearts;Six;Spades;King;One pair
Hearts;Jack;Diamonds;Eight;Diamonds;Two;Spades;Eight;Diamonds;Three;Two pairs
Clubs;Jack;Spades;Two;Clubs;King;Hearts;Six;Spades;King;Two pairs
Spades;Ace;Spades;Eight;Clubs;Ace;Diamonds;Five;Spades;Jack;Two pairs
Hearts;Three;Spades;Six;Spades;Eight;Diamonds;Two;Hearts;King;One pair
Clubs;Jack;Diamonds;Three;Hearts;Six;Clubs;Nine;Clubs;Two;One pair
Diamonds;Nine;Clubs;Eight;Spades;Queen;Clubs;Ace;Spades;Eight;Two pairs
Diamonds;Five;Hearts;Four;Clubs;Eight;Diamonds;King;Hearts;Queen;One pair
Hearts;Eight;Spades;Queen;Spades;Six;Spades;Nine;Clubs;King;One pair
Hearts;Two;Clubs;Five;Clubs;Jack;Diamonds;Eight;Hearts;King;One pair
Spades;Jack;Hearts;King;Hearts;Queen;Diamonds;Five;Clubs;Four;One pair
Diamonds;Four;Clubs;Nine;Clubs;Jack;Spades;Two;Diamonds;Seven;One pair
Diamonds;Two;Spades;Jack;Hearts;Queen;Diamonds;Nine;Spades;Nine;Two pairs
Diamonds;Queen;Spades;Queen;Hearts;Ten;Clubs;King;Diamonds;Seven;Two pairs
Diamonds;Five;Hearts;Queen;Diamonds;Queen;Clubs;Ten;Spades;Four;Two pairs
Spades;Ten;Spades;King;Clubs;Six;Spades;Nine;Hearts;Eight;One pair
Diamonds;Five;Clubs;King;Diamonds;Nine;Spades;Six;Hearts;Nine;Two pairs
Hearts;Queen;Clubs;Six;Clubs;Five;Clubs;Three;Diamonds;Jack;One pair
Clubs;Ten;Diamonds;Seven;Hearts;Two;Spades;Eight;Hearts;Ace;One pair
Diamonds;Jack;Clubs;Three;Hearts;King;Hearts;Four;Hearts;Eight;One pair
Diamonds;Ten;Spades;Four;Diamonds;Nine;Hearts;Jack;Hearts;King;One pair
Diamonds;Eight;Clubs;Seven;Diamonds;Two;Hearts;Nine;Diamonds;Jack;One pair
Hearts;Six;Diamonds;Eight;Hearts;King;Hearts;Eight;Spades;Ace;Two pairs
Hearts;Queen;Hearts;Three;Clubs;Jack;Clubs;Queen;Spades;Four;Two pairs
Hearts;Queen;Clubs;King;Diamonds;Eight;Clubs;Seven;Spades;Eight;Two pairs
Clubs;Queen;Hearts;Ten;Diamonds;Seven;Hearts;Nine;Clubs;Nine;Two pairs
Clubs;Five;Clubs;Nine;Hearts;Seven;Spades;Three;Spades;Two;One pair
Diamonds;Two;Clubs;Queen;Spades;Ace;Spades;Three;Hearts;Four;One pair
Spades;Three;Hearts;Six;Diamonds;Ace;Clubs;Ace;Diamonds;Ten;Two pairs
Diamonds;Eight;Spades;Five;Hearts;Queen;Diamonds;Nine;Clubs;Three;One pair
Spades;Two;Diamonds;Nine;Spades;Ace;Spades;Five;Clubs;Nine;Two pairs
Spades;Two;Hearts;Eight;Clubs;Nine;Clubs;Three;Diamonds;Seven;One pair
Hearts;Nine;Hearts;Queen;Diamonds;Eight;Hearts;Three;Clubs;Six;One pair
Hearts;King;Diamonds;Ace;Hearts;Nine;Hearts;Five;Spades;Nine;Two pairs
Hearts;Queen;Diamonds;Three;Diamonds;Seven;Hearts;Three;Clubs;Queen;Three of a kind
Diamonds;Four;Hearts;Two;Spades;Jack;Diamonds;Six;Hearts;Seven;One pair
Hearts;Ten;Hearts;Five;Clubs;Four;Hearts;King;Spades;Ace;One pair
Spades;Ace;Spades;Eight;Clubs;Nine;Spades;Three;Spades;Seven;One pair
Diamonds;Seven;Diamonds;Six;Spades;Six;Spades;Nine;Diamonds;Jack;Two pairs
Spades;Three;Clubs;Seven;Spades;Five;Hearts;Ten;Clubs;Four;One pair
Clubs;Eight;Spades;Nine;Spades;Queen;Diamonds;Five;Spades;Eight;Two pairs
Clubs;Seven;Diamonds;Queen;Clubs;Ace;Spades;Nine;Spades;Four;One pair
Diamonds;Queen;Diamonds;Eight;Diamonds;Ace;Clubs;Two;Spades;Two;Two pairs
Clubs;King;Spades;Seven;Hearts;Nine;Hearts;Seven;Hearts;Ace;Two pairs
Spades;Nine;Clubs;Nine;Hearts;King;Hearts;Five;Spades;King;Three of a kind
Clubs;Five;Spades;Seven;Diamonds;Three;Clubs;Two;Hearts;Four;One pair
Hearts;Two;Clubs;Four;Diamonds;Nine;Diamonds;King;Hearts;Queen;One pair
Hearts;Ace;Diamonds;Four;Spades;Four;Clubs;Two;Diamonds;King;Two pairs
Hearts;Five;Hearts;Three;Clubs;Seven;Clubs;Four;Clubs;Queen;One pair
Hearts;Ace;Spades;Two;Diamonds;Seven;Hearts;Three;Spades;Jack;One pair
Spades;Nine;Clubs;Ten;Diamonds;Five;Spades;King;Hearts;Two;One pair
Hearts;King;Hearts;Eight;Diamonds;Ten;Diamonds;Ace;Clubs;Seven;One pair
Diamonds;Nine;Spades;Nine;Spades;Eight;Hearts;Four;Clubs;Ace;Two pairs
Diamonds;Nine;Clubs;Seven;Clubs;Ace;Spades;Six;Diamonds;Three;One pair
Clubs;Ace;Spades;Jack;Hearts;Ten;Hearts;Jack;Spades;Eight;Two pairs
Clubs;Two;Spades;Eight;Spades;Queen;Hearts;Two;Spades;Seven;Two pairs
Diamonds;Three;Hearts;Queen;Clubs;Five;Hearts;King;Spades;Queen;Two pairs
Diamonds;Ace;Hearts;Six;Clubs;Nine;Hearts;Nine;Clubs;Jack;Two pairs
Hearts;Two;Spades;Jack;Hearts;Ten;Diamonds;King;Diamonds;Three;One pair
Spades;Two;Spades;Jack;Spades;Four;Hearts;Nine;Clubs;King;One pair
Clubs;Two;Hearts;Queen;Spades;Four;Diamonds;Eight;Clubs;Queen;Two pairs
Spades;Three;Clubs;Jack;Diamonds;King;Hearts;Jack;Hearts;Queen;Two pairs
Diamonds;Jack;Spades;Ace;Hearts;King;Diamonds;Queen;Hearts;Nine;One pair
Diamonds;Seven;Hearts;Ten;Diamonds;Queen;Spades;Seven;Diamonds;Five;Two pairs
Hearts;Jack;Diamonds;Ten;Spades;Three;Diamonds;Eight;Spades;Queen;One pair
Diamonds;Queen;Spades;Eight;Diamonds;Ten;Hearts;Jack;Clubs;Five;One pair
Hearts;Five;Clubs;Jack;Hearts;Ten;Spades;Ace;Diamonds;Nine;One pair
Diamonds;Four;Diamonds;Jack;Clubs;Four;Spades;Queen;Hearts;Queen;Three of a kind
Spades;Five;Diamonds;Queen;Hearts;Eight;Clubs;Eight;Diamonds;Five;Three of a kind
Clubs;Nine;Diamonds;Seven;Clubs;Jack;Spades;Nine;Spades;Two;Two pairs
Diamonds;Two;Spades;Ten;Hearts;Six;Clubs;Two;Clubs;Seven;Two pairs
Clubs;King;Hearts;Queen;Diamonds;Five;Clubs;Two;Spades;Ace;One pair
Spades;Nine;Hearts;Eight;Clubs;Seven;Hearts;Four;Diamonds;Three;One pair
Clubs;Queen;Clubs;Ten;Hearts;King;Diamonds;Eight;Hearts;Five;One pair
Hearts;Queen;Clubs;Three;Hearts;King;Clubs;Two;Hearts;Two;Two pairs
Diamonds;Ace;Clubs;King;Clubs;Ace;Diamonds;Five;Hearts;Jack;Two pairs
Spades;Jack;Clubs;Six;Hearts;Five;Spades;Three;Diamonds;Ten;One pair
Clubs;King;Diamonds;Four;Hearts;Seven;Diamonds;Jack;Clubs;Seven;Two pairs
Hearts;Queen;Diamonds;Six;Diamonds;Three;Hearts;Jack;Hearts;Six;Two pairs
Clubs;Jack;Spades;Four;Spades;Ace;Hearts;Ace;Spades;Five;Two pairs
Hearts;King;Spades;Seven;Diamonds;Nine;Hearts;Ten;Clubs;Nine;Two pairs
Diamonds;Queen;Clubs;Four;Hearts;Three;Clubs;Nine;Hearts;Nine;Two pairs
Clubs;Two;Diamonds;Five;Clubs;Queen;Spades;Six;Spades;Ace;One pair
Diamonds;Five;Clubs;Two;Hearts;Two;Diamonds;Four;Clubs;Jack;Two pairs
Diamonds;Eight;Diamonds;Four;Hearts;Three;Clubs;Jack;Hearts;Four;Two pairs
Clubs;Three;Diamonds;Eight;Spades;Five;Diamonds;Three;Spades;Two;Two pairs
Diamonds;Two;Hearts;Three;Clubs;Two;Clubs;Four;Diamonds;Ace;Two pairs
Spades;Five;Clubs;Six;Hearts;Jack;Diamonds;Ten;Hearts;Six;Two pairs
Clubs;Five;Clubs;Four;Hearts;Seven;Spades;Nine;Spades;Ace;One pair
Spades;Two;Hearts;Eight;Spades;Queen;Spades;Three;Diamonds;Five;One pair
Spades;Three;Spades;Seven;Spades;Five;Hearts;Four;Spades;Jack;One pair
Hearts;Jack;Spades;King;Diamonds;Eight;Diamonds;Five;Hearts;Seven;One pair
Clubs;Four;Diamonds;Ten;Clubs;Nine;Spades;Nine;Diamonds;Six;Two pairs
Spades;Jack;Clubs;Jack;Spades;Ace;Hearts;Nine;Spades;Five;Two pairs
Diamonds;Eight;Clubs;Nine;Spades;Three;Spades;Ten;Clubs;Ten;Two pairs
Hearts;Seven;Hearts;Ten;Spades;Seven;Diamonds;Four;Diamonds;Jack;Two pairs
Hearts;Four;Hearts;Two;Spades;Queen;Diamonds;Six;Diamonds;Seven;One pair
Hearts;Six;Hearts;Eight;Clubs;Queen;Spades;Six;Spades;Seven;Two pairs
Spades;Three;Spades;Eight;Hearts;Eight;Spades;Queen;Spades;Nine;Two pairs
Hearts;Three;Spades;Three;Spades;Four;Spades;Ace;Spades;Two;Two pairs
Spades;Ten;Diamonds;Four;Diamonds;Ace;Spades;Six;Clubs;Eight;One pair
Diamonds;Three;Diamonds;Ten;Spades;Eight;Hearts;Two;Clubs;Four;One pair
Hearts;Two;Diamonds;Ten;Hearts;Seven;Clubs;Eight;Hearts;Ace;One pair
Clubs;Six;Clubs;Two;Clubs;Ten;Clubs;Jack;Spades;Ten;Two pairs
Hearts;Queen;Spades;Ten;Diamonds;Ace;Spades;Four;Hearts;Nine;One pair
Clubs;Jack;Clubs;Nine;Hearts;Nine;Hearts;Ten;Hearts;Queen;Two pairs
Hearts;Four;Diamonds;Eight;Diamonds;King;Clubs;Three;Clubs;Five;One pair
Hearts;Three;Hearts;Ten;Diamonds;Nine;Spades;Ace;Hearts;Ace;Two pairs
Diamonds;Jack;Spades;Two;Hearts;Two;Diamonds;Five;Spades;Eight;Two pairs
Spades;King;Hearts;Queen;Diamonds;Ten;Clubs;Four;Hearts;Five;One pair
Spades;Two;Diamonds;Three;Diamonds;King;Spades;Five;Hearts;Six;One pair
Spades;Two;Hearts;Three;Hearts;Six;Spades;Eight;Diamonds;Queen;One pair
Clubs;Two;Clubs;Queen;Spades;Ace;Clubs;Jack;Diamonds;Jack;Two pairs
Spades;Five;Clubs;Ten;Hearts;Six;Clubs;Ace;Hearts;Eight;One pair
Diamonds;Ten;Clubs;Nine;Diamonds;Five;Clubs;Three;Diamonds;Eight;One pair
Hearts;Six;Clubs;Eight;Hearts;Two;Diamonds;Nine;Diamonds;Six;Two pairs
Hearts;Three;Diamonds;Seven;Spades;Eight;Clubs;Two;Diamonds;Two;Two pairs
Spades;Eight;Spades;Ten;Clubs;Four;Spades;Nine;Hearts;Three;One pair
Hearts;Ten;Spades;Ace;Diamonds;Eight;Spades;Two;Hearts;Four;One pair
Clubs;Nine;Diamonds;Seven;Clubs;Seven;Clubs;Queen;Spades;Ten;Two pairs
Spades;Five;Spades;Ace;Spades;Ten;Hearts;Ten;Diamonds;Queen;Two pairs
Clubs;Three;Clubs;Jack;Diamonds;Seven;Diamonds;Eight;Diamonds;Six;One pair
Hearts;Seven;Spades;King;Spades;Jack;Clubs;Ten;Spades;Two;One pair
Spades;Four;Hearts;King;Clubs;Six;Clubs;Ten;Diamonds;Five;One pair
Diamonds;Ace;Spades;Jack;Clubs;Two;Hearts;Ace;Spades;Ace;Straight
Diamonds;Ten;Clubs;Ten;Spades;Five;Hearts;Seven;Diamonds;Four;Two pairs
Clubs;Six;Diamonds;Seven;Diamonds;Three;Hearts;King;Hearts;Five;One pair
Hearts;Seven;Spades;Ten;Hearts;Five;Diamonds;Six;Spades;Four;One pair
Clubs;Two;Spades;Nine;Diamonds;King;Hearts;Nine;Diamonds;Two;Three of a kind
Clubs;Four;Diamonds;King;Hearts;Three;Diamonds;Five;Clubs;Six;One pair
Spades;Ten;Spades;Queen;Hearts;Three;Spades;Nine;Hearts;King;One pair
Clubs;Nine;Spades;Two;Diamonds;Queen;Diamonds;Five;Hearts;King;One pair
Spades;Jack;Clubs;Nine;Hearts;King;Clubs;Ace;Hearts;Nine;Two pairs
Hearts;Queen;Diamonds;Eight;Hearts;Six;Clubs;Two;Clubs;Queen;Two pairs
Hearts;Three;Clubs;Two;Spades;Four;Spades;Three;Clubs;Ten;Two pairs
Clubs;Ace;Spades;Ace;Diamonds;Two;Spades;Eight;Spades;King;Two pairs
Spades;Four;Spades;Jack;Hearts;Two;Spades;Ten;Spades;Three;One pair
Spades;Four;Spades;King;Spades;Queen;Spades;Three;Clubs;Five;One pair
Hearts;Seven;Clubs;Three;Spades;Nine;Clubs;Five;Diamonds;Nine;Two pairs
Diamonds;Jack;Clubs;Eight;Hearts;Seven;Spades;Three;Clubs;Ace;One pair
Spades;Four;Hearts;Three;Diamonds;Ten;Spades;Ten;Spades;Nine;Two pairs
Hearts;Six;Spades;Three;Diamonds;Two;Hearts;Jack;Diamonds;Jack;Two pairs
Diamonds;Five;Clubs;Ace;Hearts;Ten;Diamonds;Six;Hearts;Four;One pair
Diamonds;Six;Hearts;Four;Hearts;Two;Hearts;Jack;Clubs;Nine;One pair
Clubs;Queen;Hearts;King;Clubs;Two;Spades;Three;Spades;Two;Two pairs
Diamonds;Nine;Spades;Four;Clubs;Jack;Diamonds;Ace;Clubs;Nine;Two pairs
Diamonds;Five;Clubs;Ace;Hearts;Five;Spades;Nine;Diamonds;Ace;Three of a kind
Spades;Two;Hearts;King;Diamonds;Nine;Clubs;Five;Clubs;Four;One pair
Spades;Eight;Spades;Three;Spades;Jack;Diamonds;Queen;Clubs;Queen;Two pairs
Hearts;Ten;Hearts;King;Spades;Six;Diamonds;Jack;Clubs;Six;Two pairs
Clubs;Three;Hearts;Four;Clubs;Jack;Spades;Ace;Hearts;Jack;Two pairs
Hearts;Queen;Clubs;Nine;Hearts;Seven;Spades;Three;Diamonds;Nine;Two pairs
Clubs;Six;Spades;Nine;Spades;Ace;Hearts;Ace;Diamonds;Jack;Two pairs
Diamonds;Ace;Spades;Nine;Hearts;Three;Clubs;Queen;Diamonds;Six;One pair
Clubs;Ace;Hearts;Jack;Spades;King;Clubs;Six;Clubs;Seven;One pair
Clubs;Two;Spades;King;Clubs;Queen;Spades;Eight;Hearts;Four;One pair
Hearts;Ace;Spades;Eight;Diamonds;Seven;Spades;Queen;Clubs;Jack;One pair
Clubs;Jack;Hearts;Queen;Hearts;Nine;Diamonds;Nine;Spades;Eight;Two pairs
Spades;Five;Diamonds;Six;Clubs;Ace;Spades;Six;Spades;Jack;Two pairs
Diamonds;Three;Hearts;King;Hearts;Jack;Hearts;Three;Hearts;Four;Two pairs
Clubs;Six;Spades;Queen;Diamonds;Six;Spades;Six;Diamonds;Four;Straight
Hearts;Eight;Diamonds;Seven;Hearts;Nine;Diamonds;Nine;Diamonds;Eight;Three of a kind
Clubs;Five;Spades;Nine;Spades;Eight;Clubs;Ace;Diamonds;Five;Two pairs
Spades;Ace;Diamonds;Queen;Spades;Seven;Hearts;Two;Clubs;Queen;Two pairs
Spades;Jack;Clubs;King;Hearts;Five;Spades;Ace;Hearts;Three;One pair
Spades;Six;Spades;Ten;Diamonds;Six;Spades;Jack;Clubs;Five;Two pairs
Clubs;Four;Spades;Three;Hearts;Seven;Clubs;Six;Hearts;Ten;One pair
Hearts;Queen;Spades;Six;Spades;King;Hearts;Nine;Diamonds;Six;Two pairs
Spades;Two;Clubs;Two;Clubs;King;Hearts;Nine;Clubs;Five;Two pairs
Spades;Ten;Diamonds;Six;Spades;Three;Hearts;Ace;Spades;Queen;One pair
Hearts;Three;Diamonds;Four;Diamonds;Queen;Clubs;Eight;Clubs;Ten;One pair
Diamonds;King;Diamonds;Ten;Clubs;Ten;Clubs;Seven;Spades;Ten;Straight
Spades;Nine;Clubs;Queen;Clubs;Seven;Spades;Jack;Hearts;Five;One pair
Hearts;Three;Diamonds;Two;Diamonds;King;Clubs;King;Spades;Queen;Two pairs
Clubs;Two;Spades;King;Spades;Four;Clubs;Seven;Diamonds;Eight;One pair
Hearts;King;Clubs;Ace;Spades;Three;Hearts;Ten;Hearts;Four;One pair
Diamonds;Nine;Hearts;Two;Clubs;King;Clubs;Queen;Spades;Six;One pair
Spades;Queen;Hearts;Ace;Clubs;Five;Diamonds;Five;Diamonds;Four;Two pairs
Diamonds;Jack;Diamonds;Queen;Clubs;Ten;Clubs;Three;Spades;Ace;One pair
Clubs;Three;Hearts;Four;Spades;Eight;Hearts;Ace;Hearts;Seven;One pair
Hearts;King;Spades;Ace;Diamonds;Ace;Hearts;Two;Clubs;Two;Three of a kind
Spades;Four;Clubs;Seven;Diamonds;Queen;Hearts;Six;Diamonds;Eight;One pair
Clubs;Ace;Diamonds;Ten;Spades;Jack;Clubs;Seven;Clubs;Six;One pair
Diamonds;Three;Clubs;Jack;Spades;Jack;Spades;Ace;Clubs;Nine;Two pairs
Diamonds;Jack;Diamonds;Five;Hearts;Five;Clubs;Queen;Hearts;Queen;Three of a kind
Clubs;Three;Diamonds;Queen;Spades;Four;Spades;Seven;Hearts;Four;Two pairs
Spades;Two;Diamonds;Nine;Spades;Six;Hearts;Jack;Hearts;Eight;One pair
Clubs;Ten;Diamonds;Ace;Spades;Nine;Clubs;King;Clubs;Seven;One pair
Spades;Queen;Hearts;Ten;Spades;Jack;Clubs;Queen;Spades;Three;Two pairs
Diamonds;Seven;Clubs;Jack;Diamonds;Eight;Spades;Ten;Hearts;Four;One pair
Spades;Nine;Hearts;Eight;Hearts;Three;Spades;Four;Diamonds;Four;Two pairs
Hearts;Four;Hearts;Five;Clubs;Five;Clubs;Three;Diamonds;Eight;Two pairs
Spades;Nine;Hearts;Queen;Spades;Ace;Clubs;Seven;Hearts;Five;One pair
Spades;Two;Spades;Seven;Diamonds;Six;Diamonds;Nine;Spades;Ten;One pair
Diamonds;Six;Hearts;Seven;Clubs;Five;Hearts;Ace;Hearts;Jack;One pair
Spades;Five;Hearts;Five;Clubs;Six;Clubs;Three;Clubs;Four;Two pairs
Spades;Queen;Clubs;Seven;Clubs;King;Hearts;Jack;Diamonds;Eight;One pair
Clubs;Three;Diamonds;King;Clubs;King;Clubs;Ace;Hearts;King;Straight
Clubs;Four;Hearts;Three;Diamonds;Five;Clubs;Six;Hearts;Eight;One pair
Spades;Seven;Clubs;Four;Diamonds;King;Diamonds;Two;Hearts;Six;One pair
Hearts;Nine;Spades;Nine;Diamonds;Nine;Clubs;Queen;Clubs;Three;Straight
Diamonds;Seven;Diamonds;Nine;Clubs;Ten;Diamonds;Jack;Hearts;Two;One pair
Spades;Two;Clubs;Five;Hearts;Three;Clubs;Six;Hearts;King;One pair
Diamonds;Three;Diamonds;Five;Hearts;Jack;Clubs;Five;Clubs;Seven;Two pairs
Hearts;Queen;Clubs;Ace;Clubs;Six;Spades;Jack;Spades;Five;One pair
Clubs;Six;Spades;Nine;Hearts;Ace;Spades;Seven;Spades;Two;One pair
Clubs;Four;Hearts;Ten;Hearts;Jack;Spades;Nine;Spades;Two;One pair
Hearts;Eight;Spades;King;Clubs;Queen;Spades;Nine;Diamonds;Ace;One pair
Hearts;Nine;Diamonds;Two;Spades;King;Diamonds;Three;Clubs;Six;One pair
Spades;Nine;Hearts;King;Hearts;Nine;Clubs;Eight;Spades;King;Three of a kind
Hearts;Three;Clubs;King;Diamonds;King;Spades;Jack;Clubs;Four;Two pairs
Spades;Queen;Hearts;Nine;Hearts;Five;Clubs;Six;Diamonds;Queen;Two pairs
Hearts;Seven;Clubs;King;Hearts;Jack;Hearts;King;Clubs;Two;Two pairs
Spades;Five;Clubs;Ten;Diamonds;Ace;Diamonds;Two;Spades;Six;One pair
Diamonds;Jack;Spades;Jack;Spades;Eight;Diamonds;Seven;Clubs;Six;Two pairs
Clubs;Ten;Clubs;King;Spades;Four;Clubs;Four;Clubs;Ace;Two pairs
Diamonds;King;Spades;Queen;Hearts;Two;Clubs;Four;Spades;Two;Two pairs
Clubs;Eight;Spades;Seven;Spades;Four;Diamonds;Four;Spades;Ace;Two pairs
Spades;King;Diamonds;Five;Hearts;Ace;Spades;Seven;Spades;Eight;One pair
Hearts;Queen;Hearts;Six;Hearts;Four;Spades;Ten;Hearts;Eight;One pair
Hearts;Five;Diamonds;Two;Diamonds;Five;Clubs;Eight;Spades;Queen;Two pairs
Spades;King;Hearts;Two;Spades;Two;Hearts;Nine;Clubs;Six;Two pairs
Diamonds;Ten;Clubs;Three;Spades;Ace;Hearts;Three;Diamonds;Eight;Two pairs
Clubs;Ten;Hearts;King;Clubs;King;Clubs;Jack;Clubs;Eight;Two pairs
Hearts;Two;Hearts;Five;Diamonds;Nine;Clubs;Eight;Spades;Queen;One pair
Spades;Six;Clubs;Nine;Clubs;Eight;Spades;Three;Spades;Four;One pair
Diamonds;Nine;Hearts;Seven;Clubs;Eight;Diamonds;Four;Clubs;Seven;Two pairs
Diamonds;Two;Spades;Jack;Spades;Ace;Hearts;Ace;Clubs;Seven;Two pairs
Diamonds;Four;Diamonds;Three;Hearts;Eight;Hearts;Jack;Diamonds;Ten;One pair
Clubs;Five;Hearts;Five;Hearts;Seven;Diamonds;Seven;Hearts;Eight;Three of a kind
Clubs;Five;Clubs;Eight;Hearts;Nine;Clubs;King;Clubs;Ten;One pair
Hearts;Five;Spades;Queen;Spades;Ace;Hearts;Four;Diamonds;Nine;One pair
Diamonds;Seven;Diamonds;King;Hearts;Three;Clubs;Eight;Hearts;Nine;One pair
Hearts;Six;Spades;Ace;Clubs;Ace;Spades;Eight;Clubs;Nine;Two pairs
Hearts;Three;Hearts;Queen;Clubs;Queen;Diamonds;Ace;Spades;Jack;Two pairs
Diamonds;Ten;Hearts;Seven;Spades;Queen;Clubs;Two;Spades;Ace;One pair
Clubs;Nine;Clubs;Queen;Clubs;King;Spades;Six;Diamonds;Four;One pair
Diamonds;Two;Spades;Two;Diamonds;Queen;Diamonds;Ace;Clubs;Two;Straight
Clubs;Jack;Spades;Eight;Hearts;King;Clubs;Seven;Hearts;Seven;Two pairs
Clubs;Eight;Diamonds;Eight;Hearts;Three;Hearts;Four;Diamonds;Seven;Two pairs
Spades;Seven;Spades;Five;Diamonds;Ten;Clubs;King;Diamonds;Seven;Two pairs
Hearts;Four;Diamonds;Four;Diamonds;Five;Clubs;Ten;Spades;Ten;Three of a kind
Spades;Nine;Spades;King;Hearts;Eight;Clubs;Ace;Hearts;Jack;One pair
Spades;Ace;Clubs;Eight;Hearts;Ace;Clubs;Four;Diamonds;Two;Two pairs
Diamonds;Nine;Hearts;Two;Spades;Nine;Clubs;Six;Spades;King;Two pairs
Hearts;King;Clubs;Three;Clubs;Four;Diamonds;Ten;Diamonds;Queen;One pair
Diamonds;Ace;Clubs;Six;Diamonds;Five;Spades;Six;Diamonds;Nine;Two pairs
Clubs;King;Spades;Six;Hearts;Six;Hearts;Queen;Clubs;Six;Straight
Spades;Five;Hearts;Ten;Hearts;Three;Clubs;Jack;Clubs;Seven;One pair
Clubs;King;Hearts;Four;Hearts;Five;Diamonds;King;Diamonds;Jack;Two pairs
Hearts;Ace;Spades;Ten;Diamonds;Ace;Diamonds;Seven;Hearts;Six;Two pairs
Spades;Four;Diamonds;Five;Hearts;Seven;Hearts;Ten;Spades;Ten;Two pairs
Hearts;Six;Clubs;Jack;Diamonds;Four;Clubs;Ace;Hearts;Jack;Two pairs
Diamonds;King;Hearts;Eight;Hearts;Queen;Spades;King;Clubs;Seven;Two pairs
Clubs;Queen;Hearts;Ten;Diamonds;Eight;Clubs;King;Clubs;Nine;One pair
Hearts;Six;Hearts;King;Diamonds;Nine;Clubs;Ten;Hearts;Ace;One pair
Clubs;Seven;Clubs;Four;Diamonds;Three;Spades;Nine;Hearts;Four;Two pairs
Spades;Eight;Spades;Ten;Clubs;Two;Clubs;Nine;Clubs;Six;One pair
Diamonds;Ten;Diamonds;Eight;Hearts;Queen;Clubs;Six;Clubs;Queen;Two pairs
Spades;Seven;Spades;Ten;Hearts;Three;Diamonds;Two;Clubs;Three;Two pairs
Clubs;Eight;Clubs;Queen;Hearts;Seven;Clubs;Five;Hearts;King;One pair
Hearts;Six;Diamonds;Jack;Spades;Jack;Clubs;Four;Hearts;Seven;Two pairs
Clubs;Ten;Clubs;Nine;Clubs;Jack;Spades;Seven;Diamonds;Two;One pair
Clubs;Two;Hearts;Four;Clubs;Ace;Diamonds;Five;Clubs;Seven;One pair
Clubs;Two;Diamonds;Five;Hearts;Three;Diamonds;Jack;Clubs;King;One pair
Hearts;Ace;Spades;Ace;Spades;Nine;Diamonds;Two;Clubs;Six;Two pairs
